customer_id,full_name,phone_number,loyalty_points
735,Kellie Marquardt Sr.,0623379179,753
736,Bessie Ebert,0886607211,748
737,Freda Runte,0216127452,90
738,Mark Klein,0419815927,575
739,Bradford Gusikowski,0187194078,891
740,Howard Keebler,0480469201,521
741,Brooke Becker,0491986184,469
742,Alexis Cassin,0628166210,310
743,Alan Farrell,0305901320,319
744,Andrew Flatley,0721444722,828
745,Mrs. Vivian Jacobs,0450866695,806
746,Clint Schroeder,0763287523,305
747,Johnnie Pollich,0983060063,626
748,Mrs. Eunice Upton,0209431158,734
749,Vickie Kreiger,0344474572,40
750,Spencer Krajcik,0833593552,925
751,Lois Hills,0387243774,333
752,Mrs. Ruth Bergnaum IV,0479130739,118
753,Justin Nader III,0338103307,580
754,Kristi O'Reilly,0877506152,93
755,Edith Turner II,0091537792,685
756,Beatrice Conroy,0890426631,774
757,Doris Hayes,0180788260,815
758,Ms. Loretta Bauch,0985818129,318
759,Kyle Parker,0169139327,773
760,Dora Schmidt II,0735480928,140
761,Daryl Walker III,0243963560,177
762,Claudia Mayer,0321008991,567
763,Tammy Hammes,0884271142,218
764,Lloyd Hegmann,0103313500,863
765,Nathan Haag,0906589935,66
766,Jay Schaefer,0567454824,224
767,Denise Mills,0908714598,411
768,Robyn Weber,0126471839,165
769,Dolores Dietrich PhD,0010590533,544
770,Raul Carter I,0661043855,510
771,Pat Wuckert,0365969660,40
772,Mrs. Cecilia Zulauf,0036455063,225
773,Mr. Arthur Waelchi,0305382234,773
774,Stephanie Mosciski,0488620427,968
775,Dr. Andre Williamson,0997008311,160
776,Dr. Dolores Ebert DDS,0450889881,898
777,Claudia Considine,0596684978,931
778,Martin Nienow,0657915435,836
779,Emilio Stehr,0840565149,304
780,Leroy Braun DVM,0568939996,623
781,Kristopher Blanda,0101597899,959
782,Miss Stephanie Walter,0675048373,666
783,Audrey Huel,0156261459,180
784,Dr. Jared Stoltenberg,0535490582,869
785,Dianna Gislason,0678879830,864
786,Melvin Feest Sr.,0122180806,969
787,Christine Schuster,0060832491,231
788,Debra O'Connell,0471221817,942
789,Tricia Gorczany,0354262967,672
790,Randal Crona,0242591179,587
791,Mr. Bradley Bode,0324063858,585
792,Tyrone Keebler,0432408885,403
793,Allan Windler,0030680508,394
794,Regina Heidenreich,0984461127,909
795,Roberto Paucek,0676447707,734
796,Myron McLaughlin,0234903167,257
797,Ted Schimmel Sr.,0233464307,799
798,Kendra Konopelski IV,0103279571,31
799,Julia Boehm,0036965920,237
800,Morris Kuhic,0360018934,52
801,Betsy Walter,0909542767,632
802,Paula Dach,0698995658,751
803,Mrs. Leslie Dicki DVM,0369227630,638
804,Leon Bartoletti,0443519123,742
805,Kayla Crooks,0226708204,618
806,Willie Ferry,0946913420,311
807,Jose Emmerich,0873032175,906
808,Kristen Jast,0334207226,533
809,Jackie Ziemann,0703750317,598
810,Mae Monahan,0269376348,161
811,Dr. Jessie Howe,0426449467,122
812,Arturo Zulauf DDS,0679599416,972
813,Nick Schoen I,0036147943,165
814,Raul Little,0127540997,764
815,Melinda Orn,202-759-8803 x1478,943
816,Alberta Rosenbaum,0872074098,956
817,Charlotte Hirthe PhD,0189415569,629
818,Gustavo Dickens-Huels,0144142064,755
819,Adrian Rippin,380.631.9400,389
820,Rickey Okuneva,0719048931,660
821,Beulah Hahn,0633331476,343
822,Delbert Gutkowski,0083824658,900
823,Garry Fay,0031471527,609
824,Oliver Conn II,0524103086,373
825,Clinton Kunde,0849826157,712
826,Kerry Mante V,0502151465,214
827,Jody Reinger,0960546259,942
828,Rose Wintheiser,0865863818,333
829,Lee Krajcik,0063021329,858
830,Ernesto Baumbach,0246916557,622
831,Van Bartell,0819595047,258
832,Crystal Watsica,0877140849,49
833,Terry Reynolds,0734067383,92
834,Charlotte Rippin,0264642557,464
835,Rafael Langosh,0225028400,952
836,Sharon Murphy,0138375803,154
837,Angelo Heidenreich,0398912191,101
838,May Dickinson,0971626743,20
839,Ms. Lee Pfannerstill Jr.,0372861387,472
840,Corey Steuber,0018456851,630
841,Jacquelyn Schaden,0005040006,600
842,Damon Schuppe,517-889-8550,868
843,Hope Becker,0893310206,708
844,Becky Olson,0382461797,131
845,Mr. Evan Roberts,0405060314,113
846,Miss Marie McClure,0665222275,193
847,Terrence Dach,0348249974,357
848,Ronald Osinski,0902373744,50
849,Micheal Goldner,0558531619,900
850,Dr. Manuel Green,0104358657,165
851,Rolando Ebert,0104589682,691
852,Ronnie Rolfson-Volkman,0209343157,49
853,Jenna Gleason DVM,0951301473,194
854,Levi Nolan,0653978194,168
855,Mrs. Gwen Yost-Nader,0331949856,169
856,Amy Johnson,0114586856,684
857,Grady Windler,0184359103,895
858,Dr. Glenda Ernser,0190826943,693
859,Mr. Boyd Weimann,0567319773,752
860,Mr. Ross McCullough III,0355031124,91
861,Lisa Prohaska,0978578733,477
862,Mr. Frederick Pfannerstill,922-923-8703 x70367,570
863,Miguel Kihn,0657459597,754
864,Clinton Brown,0646892026,50
865,Reginald Schneider MD,0300184669,642
866,Debbie Mitchell,0827590414,80
867,Ms. Cecelia Conroy,0449218408,491
868,Mr. Rodolfo Murray,0421649890,293
869,Tabitha Lynch,0919711171,936
870,Wesley Smith II,0107230728,977
871,Mr. Horace Rippin,0113653200,221
872,Andrew Metz,0234624928,853
873,Darin Blick,0398434612,117
874,Dr. Corey Ernser,0120608471,67
875,Alton Carroll,0756281362,243
876,Leo Maggio,0721829269,709
877,Lucille Kilback,0666904115,636
878,Jamie Collier,0719598554,475
879,Barbara Howell,0245635661,116
880,Melissa Towne,0523875210,992
881,Max Lehner,0914305606,390
882,Juana Mayer,0662979192,206
883,Dr. Kenneth Turcotte,0851539202,601
884,Rachael Jast,0458363545,843
885,Alton Vandervort,0112821604,376
886,Pete Kerluke,0219939989,331
887,Jennie Bechtelar,0686494322,772
888,Ross Murphy,0312232035,276
889,Leona Moore,(456) 707-3154 x531,134
890,Margarita Kemmer,0575312646,17
891,Pete Daniel-Ortiz,0489571199,723
892,Kenny West,0211382163,4
893,Tammy Koch,0938136796,964
894,Shawna Klein,0641278313,904
895,Johanna Mante,0657498729,557
896,Rosemarie Conn,0443254441,319
897,Ruth Stracke Jr.,598.829.1280 x34352,435
898,Pablo Mante,0289731997,194
899,Winston Johnston-Wunsch PhD,0556944083,648
900,Garry Marks,0515316764,639
901,Bethany Thiel,0579615891,190
902,Perry Littel,0205685966,323
903,Gabriel McKenzie,0769318885,837
904,Jamie Johns,0734986611,487
905,Cody Zemlak-Stamm MD,0905570867,825
906,Cameron Cartwright,0532944014,773
907,Elias Kuhic,0600174207,353
908,Josh Lang,0877190939,359
909,Deborah Yost,0712874011,84
910,Luke Rippin,0161773013,834
911,Lucia Mann,0754316119,123
912,Ms. Sandra Jacobi,0717425132,423
913,Percy Berge,0629099638,404
914,Ann Muller,0602348859,578
915,Roger Hintz,0466566592,776
916,Mack Farrell III,1-310-629-1290 x61839,634
917,Kelly Kunde,0475698398,781
918,Pauline Bailey,0380048685,784
919,Dr. Alonzo Kutch V,0187385271,914
920,Dr. Jason Jacobson,0715820960,671
921,Krista Erdman,0516152531,923
922,Arthur Frami-Bailey,0897006022,724
923,Mr. Ed Langosh,0346793436,518
924,Nora Sanford DVM,0855305977,716
925,Kay Wolff,0168283457,190
926,Sonya Beer II,0272628441,578
927,Matt Abernathy,0000760481,591
928,Yvonne Wyman,0883452978,3
929,Lindsay Rosenbaum,973-321-9703 x9383,134
930,Lyle Boyer,0070681402,657
931,Helen Jacobi,0271214477,813
932,Priscilla Veum,0168025089,107
933,Cassandra Mann,0624540595,951
934,Myra Stark,0183588588,592
935,Sam Walter DVM,0350390425,910
936,Mrs. Krystal Greenfelder,0386739300,803
937,Harriet Friesen,0817170879,620
938,Jeff Rolfson-Kovacek II,0821691720,505
939,Kari Flatley,0578646909,979
940,Bennie Keeling II,0113759686,46
941,Ms. Rhonda Smitham,0040474731,808
942,Eddie Kessler,0275658167,374
943,Marcus Boehm,0217708013,95
944,Mabel Hegmann V,0673972707,995
945,Andre Brakus,0069304714,920
946,Darren Haley,0495940817,694
947,Geraldine Brown DDS,0653469481,249
948,Kirk Toy-Schmeler,0022047411,932
949,Cecelia Lehner,0911736008,743
950,Roderick Bahringer,0460988298,73
951,Maxine Kuvalis-Johnson,0075834818,655
952,Ted Rempel,0529008576,876
953,Jasmine Tremblay,0552299156,954
954,Ms. Lora Schmidt,0990397085,726
955,Matthew Spencer,0414148494,492
956,Rhonda Konopelski-O'Hara,0157463285,198
957,Damon Smith,(526) 690-0128 x378,357
958,Earnest Zulauf,0240644940,578
959,Wilma Williamson,0241811275,117
960,Ruben Wisoky,0092117767,138
961,Megan Davis Jr.,0912566904,742
962,Dr. Glenn Moen-Rutherford,0898244895,496
963,Estelle Welch,0948769781,257
964,Tracy Casper,0374403377,892
965,Chris Heaney,0173614881,989
966,Mattie Breitenberg,0469752010,447
967,Doug O'Connell,(308) 857-2290,269
968,Ray Dickens,0045048138,484
969,Everett Yost,0397761849,50
970,Tina VonRueden,0765232382,282
971,Ray Zemlak,0753243556,527
972,Cheryl Graham,0131320405,596
973,Rachel McLaughlin-Leffler V,0979528323,882
974,Jim Hilpert,0527034530,597
975,Tyrone Collins-Ondricka,0786671761,125
976,Neal Bechtelar,0915585319,181
977,Lorena Reichel,0708444419,85
978,Dr. Richard Bosco,0909535784,704
979,Eula Bogisich,0651780702,810
980,Spencer Lemke,0144415293,607
981,Wilma Lowe,0660087550,281
982,Mr. Roberto Klocko,0530813358,939
983,Billy Bauch,0286460021,35
984,Drew Johnston,0470639107,339
985,Johnnie Gutkowski,0666850358,800
986,Grady Walter,0211841325,817
987,Esther White,0441775651,463
988,Grady Witting,0231582237,570
989,Bob Gottlieb,0024587186,584
990,Erick McKenzie,0766605271,165
991,Frankie Weimann,0300579979,616
992,Jennifer Pouros,0474241306,118
993,Miss Helen Kovacek,0039536571,589
994,Homer Schiller,0269346101,191
995,Miss Melissa Kunze III,0588871954,499
996,Dr. Myra Steuber,0252737640,940
997,Arthur Simonis Sr.,0270296838,707
998,Martin Towne,0969636925,908
999,Dr. Merle Dach,0299274204,569
1000,Gwen Schowalter,0483656643,563
